file_name,download_url,downloads,date,topic_name,category,post_url,post#
stuff.doc,/attachment/file/12898?d=1161743530,614,"Aug 21, 2006 9:39pmAug 21, 2006 9:39pm",The HOLY GRAIL,Rookie Talk,https://www.forexfactory.com/thread/post/125717#post125717,64
TheSearchfortheHolyGrail.pdf,/attachment/file/13146?d=1161989244,1497,"Aug 21, 2006 9:39pmAug 21, 2006 9:39pm",The HOLY GRAIL,Rookie Talk,https://www.forexfactory.com/thread/post/127900#post127900,80
National Futures Association.pdf,/attachment/file/200839?d=1233778974,354,"FirstPost:Edited 2:45amFeb 5, 2009 2:24am|Edited                    2:45am",For the rookies - Nice info packet,Rookie Talk,https://www.forexfactory.com/thread/151096-for-the-rookies-nice-info-packet,1
FXPRO Financial Services Ltd.docx,/attachment/file/1176206?d=1366264785,273,"Apr 15, 2013 3:14amApr 15, 2013 3:14am",Forex = legal scam,Rookie Talk,https://www.forexfactory.com/thread/post/6615712#post6615712,137
result.zip,/attachment/file/72841?d=1197670930,242,"Dec 15, 2007 12:00amDec 15, 2007 12:00am",i doubled 5k to 10k in a days,Rookie Talk,https://www.forexfactory.com/thread/post/1760630#post1760630,64
WmiVol.mq4,/attachment/file/2616013?d=1514631036,272,"Sep 16, 2015 9:27pmSep 16, 2015 9:27pm",Best & worst times to trade,Rookie Talk,https://www.forexfactory.com/thread/post/10629316#post10629316,44
Margine1.9.ex4,/attachment/file/2758121?d=1523538654,102,"Mar 28, 2017 8:39amMar 28, 2017 8:39am",Real Fx traders do not use stoploss,Rookie Talk,https://www.forexfactory.com/thread/post/10959257#post10959257,593
Margine1.9.mq4,/attachment/file/2758124?d=1523538654,102,"Mar 28, 2017 8:39amMar 28, 2017 8:39am",Real Fx traders do not use stoploss,Rookie Talk,https://www.forexfactory.com/thread/post/10959257#post10959257,593
The_Markets[1].pdf,/attachment/file/2491252?d=1506073672,13012,"FirstPost:Edited Sep 27, 2017 12:47amSep 22, 2017 2:12am|Edited                    Sep 27, 2017 12:47am",Trading Knowledge,Rookie Talk,https://www.forexfactory.com/thread/post/10317547#post10317547,6
Forex_Course_&_Tutorial[1].pdf,/attachment/file/2491261?d=1506073727,13012,"FirstPost:Edited Sep 27, 2017 12:47amSep 22, 2017 2:12am|Edited                    Sep 27, 2017 12:47am",Trading Knowledge,Rookie Talk,https://www.forexfactory.com/thread/post/10317547#post10317547,6
Renko Charts.pdf,/attachment/file/2491285?d=1506074900,462,"FirstPost:Edited Sep 27, 2017 12:47amSep 22, 2017 2:12am|Edited                    Sep 27, 2017 12:47am",Trading Knowledge,Rookie Talk,https://www.forexfactory.com/thread/post/10317654#post10317654,7
Using The Heiken Ashi Technique.pdf,/attachment/file/2491295?d=1506075072,462,"FirstPost:Edited Sep 27, 2017 12:47amSep 22, 2017 2:12am|Edited                    Sep 27, 2017 12:47am",Trading Knowledge,Rookie Talk,https://www.forexfactory.com/thread/post/10317654#post10317654,7
Candlestick_Secrets[1].pdf,/attachment/file/2491316?d=1506075404,462,"FirstPost:Edited Sep 27, 2017 12:47amSep 22, 2017 2:12am|Edited                    Sep 27, 2017 12:47am",Trading Knowledge,Rookie Talk,https://www.forexfactory.com/thread/post/10317654#post10317654,7
epdf.pub_the-disciplined-trader-developing-winning-attitude.pdf,/attachment/file/3727978?d=1598670548,92,"Jun 16, 2020 1:26pmJun 16, 2020 1:26pm",Trading Knowledge,Rookie Talk,https://www.forexfactory.com/thread/post/13138227#post13138227,110
11-BRAIN VS MACHINE.pdf,/attachment/file/959?d=1127288487,573,"FirstPost:Sep 21, 2005 1:17pmSep 21, 2005 1:17pm",Thoughts of a beginner,Rookie Talk,https://www.forexfactory.com/thread/post/23007#post23007,2
forexsixforces.pdf,/attachment/file/2579?d=1134010225,5463,"FirstPost:Edited Dec 4, 2007 8:03amDec 8, 2005 7:35am|Edited                    Dec 4, 2007 8:03am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/33325#post33325,4
retail.zip,/attachment/file/2622?d=1134608694,3275,"FirstPost:Edited Dec 4, 2007 8:03amDec 8, 2005 7:35am|Edited                    Dec 4, 2007 8:03am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/33916#post33916,10
itf.pdf,/attachment/file/2623?d=1134610102,4030,"FirstPost:Edited Dec 4, 2007 8:03amDec 8, 2005 7:35am|Edited                    Dec 4, 2007 8:03am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/33917#post33917,11
Forex-Online-Tutorial-eng.zip,/attachment/file/2624?d=1134610612,8843,"FirstPost:Edited Dec 4, 2007 8:03amDec 8, 2005 7:35am|Edited                    Dec 4, 2007 8:03am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/33919#post33919,12
ForexReportWhenTrade.pdf,/attachment/file/2625?d=1134614881,5601,"FirstPost:Edited Dec 4, 2007 8:03amDec 8, 2005 7:35am|Edited                    Dec 4, 2007 8:03am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/33923#post33923,13
Strategy10.pdf,/attachment/file/2626?d=1134615073,4958,"FirstPost:Edited Dec 4, 2007 8:03amDec 8, 2005 7:35am|Edited                    Dec 4, 2007 8:03am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/33924#post33924,14
Woodchuck.pdf,/attachment/file/2627?d=1134615084,4958,"FirstPost:Edited Dec 4, 2007 8:03amDec 8, 2005 7:35am|Edited                    Dec 4, 2007 8:03am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/33924#post33924,14
Glossary-of-Forex-Terms.pdf,/attachment/file/2628?d=1134615292,23964,"FirstPost:Edited Dec 4, 2007 8:03amDec 8, 2005 7:35am|Edited                    Dec 4, 2007 8:03am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/33927#post33927,15
FXWebglossary.pdf,/attachment/file/2629?d=1134615302,23964,"FirstPost:Edited Dec 4, 2007 8:03amDec 8, 2005 7:35am|Edited                    Dec 4, 2007 8:03am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/33927#post33927,15
csvfxcorrel.zip,/attachment/file/52929?d=1150749797,393,"Jun 19, 2006 1:53amJun 19, 2006 1:53am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/1625076#post1625076,69
dbfxcorrel.zip,/attachment/file/6577?d=1150749856,442,"Jun 19, 2006 1:53amJun 19, 2006 1:53am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/67387#post67387,70
ssfxcorrel.zip,/attachment/file/6578?d=1150750005,705,"Jun 19, 2006 1:53amJun 19, 2006 1:53am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/67389#post67389,71
MONEY MANAGEMENT.xls,/attachment/file/498661?d=1277746345,420,"Apr 21, 2007 1:58amApr 21, 2007 1:58am",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/3835271#post3835271,131
Getting Through Your First Month of Forex Trading.pdf,/attachment/file/797782?d=1317489953,575,"Jul 25, 2011 3:33pmJul 25, 2011 3:33pm",Information For Beginners,Rookie Talk,https://www.forexfactory.com/thread/post/5003992#post5003992,154
trades.txt,/attachment/file/782454?d=1315668295,1761,"Sep 4, 2011 1:24pmSep 4, 2011 1:24pm",How much do people make trading FOREX,Rookie Talk,https://www.forexfactory.com/thread/post/4944145#post4944145,48
SFO - The Gartley Curve (sfomag).pdf,/attachment/file/225377?d=1238335452,2313,"Apr 8, 2007 2:48amApr 8, 2007 2:48am",When do you know you ready to go from demo to real trading?,Rookie Talk,https://www.forexfactory.com/thread/post/2635566#post2635566,25
LONG OR SHORT - Fibonacci (Gartley Pattern Tutorial) 15pgs.pdf,/attachment/file/225378?d=1238335452,2313,"Apr 8, 2007 2:48amApr 8, 2007 2:48am",When do you know you ready to go from demo to real trading?,Rookie Talk,https://www.forexfactory.com/thread/post/2635566#post2635566,25
ProTest.mq4,/attachment/file/2736760?d=1522165428,717,"FirstPost:Mar 27, 2018 9:44pmMar 27, 2018 9:44pm",Helping with a good Hedge EA,Rookie Talk,https://www.forexfactory.com/thread/750673-helping-with-a-good-hedge-ea,1
AF Cost Averaging Worksheet.xls,/attachment/file/886552?d=1327911678,958,"May 18, 2010 1:00pmMay 18, 2010 1:00pm",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/5337339#post5337339,36
DetailedStatement.xls,/attachment/file/887520?d=1328000444,1247,"Jan 31, 2012 3:02pmJan 31, 2012 3:02pm",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/5340805#post5340805,41
Martingale manual trading.zip,/attachment/file/1317629?d=1385279921,360,"Nov 16, 2013 7:57pmNov 16, 2013 7:57pm",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/7109809#post7109809,236
#Daily_Pivot.ex4,/attachment/file/1319452?d=1385500420,212,"Nov 25, 2013 9:31pmNov 25, 2013 9:31pm",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/7116490#post7116490,279
#Pivots_Daily_Medians.ex4,/attachment/file/1319453?d=1385500424,212,"Nov 25, 2013 9:31pmNov 25, 2013 9:31pm",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/7116490#post7116490,279
MARTIN.xlsx,/attachment/file/1321051?d=1385661292,412,"Nov 27, 2013 5:13pmNov 27, 2013 5:13pm",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/7122180#post7122180,337
Martingale comparison.xls,/attachment/file/1321098?d=1385667690,383,"Nov 27, 2013 5:13pmNov 27, 2013 5:13pm",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/7122313#post7122313,338
Martingale comparison testing.xls,/attachment/file/1321124?d=1385669792,344,"Nov 29, 2013 2:04amNov 29, 2013 2:04am",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/7122355#post7122355,344
Probability of X consecutive losing trades.xls,/attachment/file/1321128?d=1385670631,383,"Nov 29, 2013 2:04amNov 29, 2013 2:04am",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/7122366#post7122366,347
Martingale.xls,/attachment/file/2649606?d=1516959820,354,"Sep 14, 2016 10:50pmSep 14, 2016 10:50pm",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/10711042#post10711042,588
ReCharged_SMG EA.ex4,/attachment/file/3123506?d=1544171976,441,"Jul 7, 2018 10:10pmJul 7, 2018 10:10pm",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/11778246#post11778246,619
Gigabyte EA.ex4,/attachment/file/3362377?d=1560659404,353,"Dec 23, 2018 5:26pmDec 23, 2018 5:26pm",Does the martingale system really work?,Rookie Talk,https://www.forexfactory.com/thread/post/12331499#post12331499,636
$$Price ALert_instant$$.ex4,/attachment/file/393311?d=1263607081,192,"Jan 15, 2010 1:59pmJan 15, 2010 1:59pm",successful trader without stop loss?,Rookie Talk,https://www.forexfactory.com/thread/post/3371442#post3371442,26
$$Price ALert_instant$$.mq4,/attachment/file/393312?d=1263607081,192,"Jan 15, 2010 1:59pmJan 15, 2010 1:59pm",successful trader without stop loss?,Rookie Talk,https://www.forexfactory.com/thread/post/3371442#post3371442,26
Hedged Trade Solution v2.xlsx,/attachment/file/1782145?d=1446057662,204,"Edited 1:45amOct 29, 2015 12:45am|Edited                    1:45am",Still losing,Rookie Talk,https://www.forexfactory.com/thread/post/8563857#post8563857,141
Gold.xlsx,/attachment/file/1782147?d=1446057806,204,"Edited 1:45amOct 29, 2015 12:45am|Edited                    1:45am",Still losing,Rookie Talk,https://www.forexfactory.com/thread/post/8563857#post8563857,141
trendFollowing.ex4,/attachment/file/3094782?d=1542484267,398,"FirstPost:Edited 2:12amNov 18, 2018 1:51am|Edited                    2:12am",Martingale easy rules,Rookie Talk,https://www.forexfactory.com/thread/849430-martingale-easy-rules,1
Strategy Tester_ trendFollowing.pdf,/attachment/file/3094791?d=1542485028,398,"FirstPost:Edited 2:12amNov 18, 2018 1:51am|Edited                    2:12am",Martingale easy rules,Rookie Talk,https://www.forexfactory.com/thread/849430-martingale-easy-rules,1
MTF HMA Russian Color.mq4,/attachment/file/448674?d=1269931607,2953,"FirstPost:Mar 30, 2010 12:18pmMar 30, 2010 12:18pm",where to get the MTF-HMA indicator,Rookie Talk,https://www.forexfactory.com/thread/post/3595131#post3595131,2
HMA_Russian_Color.mq4,/attachment/file/448675?d=1269931645,2953,"FirstPost:Mar 30, 2010 12:18pmMar 30, 2010 12:18pm",where to get the MTF-HMA indicator,Rookie Talk,https://www.forexfactory.com/thread/post/3595131#post3595131,2
FX5_Divergence_V2_1.mq4,/attachment/file/1827106?d=1452366118,865,"FirstPost:Jan 8, 2016 9:05pmJan 8, 2016 9:05pm",my grail system,Rookie Talk,https://www.forexfactory.com/thread/post/8680813#post8680813,19
BBandStopAlert7.ex4,/attachment/file/1865887?d=1456470578,228,"Feb 16, 2016 12:10amFeb 16, 2016 12:10am",my grail system,Rookie Talk,https://www.forexfactory.com/thread/post/8778236#post8778236,556
BBandStopAlert7.mq4,/attachment/file/1865888?d=1456470584,228,"Feb 16, 2016 12:10amFeb 16, 2016 12:10am",my grail system,Rookie Talk,https://www.forexfactory.com/thread/post/8778236#post8778236,556
autoForex.ex4,/attachment/file/122249?d=1213688354,525,"FirstPost:Jun 17, 2008 1:50pmJun 17, 2008 1:50pm",My 30 pips move EA.,Rookie Talk,https://www.forexfactory.com/thread/92028-my-30-pips-move-ea,1
TestIndicator.mq4,/attachment/file/1810796?d=1449840374,421,"Aug 16, 2015 7:10pmAug 16, 2015 7:10pm",True Leverage in MT4,Rookie Talk,https://www.forexfactory.com/thread/post/8639926#post8639926,24
Zerosum.pdf,/attachment/file/552262?d=1285776544,801,"Sep 29, 2010 8:38amSep 29, 2010 8:38am",There are no secret patterns and there will never be one,Rookie Talk,https://www.forexfactory.com/thread/post/4058565#post4058565,120
sr125.pdf,/attachment/file/553129?d=1285863293,747,"Edited 10:26pmSep 29, 2010 10:24pm|Edited                    10:26pm",There are no secret patterns and there will never be one,Rookie Talk,https://www.forexfactory.com/thread/post/4062278#post4062278,129
sr150.pdf,/attachment/file/553130?d=1285863322,747,"Edited 10:26pmSep 29, 2010 10:24pm|Edited                    10:26pm",There are no secret patterns and there will never be one,Rookie Talk,https://www.forexfactory.com/thread/post/4062278#post4062278,129
Extreme-Returns_02-18-08.pdf,/attachment/file/553131?d=1285863322,747,"Edited 10:26pmSep 29, 2010 10:24pm|Edited                    10:26pm",There are no secret patterns and there will never be one,Rookie Talk,https://www.forexfactory.com/thread/post/4062278#post4062278,129
sr125.pdf,/attachment/file/553215?d=1285870561,545,"Edited 10:26pmSep 29, 2010 10:24pm|Edited                    10:26pm",There are no secret patterns and there will never be one,Rookie Talk,https://www.forexfactory.com/thread/post/4062589#post4062589,135
sr125.zip,/attachment/file/553218?d=1285870589,545,"Edited 10:26pmSep 29, 2010 10:24pm|Edited                    10:26pm",There are no secret patterns and there will never be one,Rookie Talk,https://www.forexfactory.com/thread/post/4062589#post4062589,135
FXMicrostructure-Survey_07-15-08.pdf,/attachment/file/554122?d=1286012786,663,"Oct 1, 2010 8:54amOct 1, 2010 8:54am",There are no secret patterns and there will never be one,Rookie Talk,https://www.forexfactory.com/thread/post/4066823#post4066823,146
ecbwp629.pdf,/attachment/file/567197?d=1288017180,710,"Oct 20, 2010 11:17amOct 20, 2010 11:17am",There are no secret patterns and there will never be one,Rookie Talk,https://www.forexfactory.com/thread/post/4120671#post4120671,257
Crystal Ball.ex4,/attachment/file/379839?d=1260908082,568,"FirstPost:Dec 15, 2009 6:30pmDec 15, 2009 6:30pm",Are there really traders with 100% Success Rate???,Rookie Talk,https://www.forexfactory.com/thread/post/3308501#post3308501,14
Donchian Channels.mq4,/attachment/file/241666?d=1241390390,3200,"FirstPost:May 4, 2009 2:27amMay 4, 2009 2:27am",What Is Best Indicator For Getting OUT of Trade?,Rookie Talk,https://www.forexfactory.com/thread/post/2710359#post2710359,4
blackfxtrailingstop.zip,/attachment/file/1673624?d=1431532403,628,"FirstPost:May 12, 2015 12:09pmMay 12, 2015 12:09pm",Trailing Stops on Pending Orders,Rookie Talk,https://www.forexfactory.com/thread/post/8260435#post8260435,5
fxmodel.xlsx,/attachment/file/1028972?d=1346285309,967,"Aug 2, 2012 11:03amAug 2, 2012 11:03am","A ""doable"" way to take a $300 account to $1 million in 45 months",Rookie Talk,https://www.forexfactory.com/thread/post/5969476#post5969476,219
#00CUANTO GANASTE.ex4,/attachment/file/2093844?d=1481079022,195,"Edited 7:51pmOct 28, 2016 2:06pm|Edited                    7:51pm",15 minute setup,Rookie Talk,https://www.forexfactory.com/thread/post/9323322#post9323322,108
Martingale comparison.xls,/attachment/file/729060?d=1309126484,1405,"FirstPost:Jun 26, 2011 5:30amJun 26, 2011 5:30am",Did Martingale work for someone?,Rookie Talk,https://www.forexfactory.com/thread/post/4727060#post4727060,8
Probability of X consecutive losing trades.xls,/attachment/file/1573327?d=1418676572,288,"May 15, 2014 12:06pmMay 15, 2014 12:06pm",Did Martingale work for someone?,Rookie Talk,https://www.forexfactory.com/thread/post/7945757#post7945757,60
threeChannel.ex4,/attachment/file/3607915?d=1587041719,187,"FirstPost:Sep 1, 2006 7:06amSep 1, 2006 7:06am",Channel Trading,Rookie Talk,https://www.forexfactory.com/thread/post/12880712#post12880712,7
BreakOut_PANCA_EAGLE__indicator.ex4,/attachment/file/179636?d=1228777888,6800,"FirstPost:Edited Dec 9, 2008 5:25amJun 25, 2008 6:53am|Edited                    Dec 9, 2008 5:25am",Another great Breakout GBP/JPY System (Dachel's Simple system),Rookie Talk,https://www.forexfactory.com/thread/93126-another-great-breakout-gbpjpy-system-dachels-simple-system,1
JC - Line Break Alert.mq4,/attachment/file/428131?d=1267264773,1230,"Dec 9, 2008 5:56amDec 9, 2008 5:56am",Another great Breakout GBP/JPY System (Dachel's Simple system),Rookie Talk,https://www.forexfactory.com/thread/post/3504380#post3504380,55
luna.pdf,/attachment/file/67557?d=1195579211,585,"Nov 16, 2007 12:33pmNov 16, 2007 12:33pm",anyone need help?,Rookie Talk,https://www.forexfactory.com/thread/post/1723198#post1723198,266
Lot Risk Manager for EURUSD.xlsx,/attachment/file/1904185?d=1460519466,205,"Apr 7, 2016 4:09pmApr 7, 2016 4:09pm",anyone need help?,Rookie Talk,https://www.forexfactory.com/thread/post/8869766#post8869766,488
Heiken_Ashi_Smoothed_Alert.mq4,/attachment/file/1933830?d=1463948891,218,"Apr 30, 2016 2:45amApr 30, 2016 2:45am",anyone need help?,Rookie Talk,https://www.forexfactory.com/thread/post/8939649#post8939649,527
0 - SL + TP.mq4,/attachment/file/1945966?d=1465303125,199,"Apr 30, 2016 2:45amApr 30, 2016 2:45am",anyone need help?,Rookie Talk,https://www.forexfactory.com/thread/post/8967048#post8967048,539
vS_PivotsD.mq4,/attachment/file/2201839?d=1487961956,141,"Dec 2, 2016 5:13amDec 2, 2016 5:13am",anyone need help?,Rookie Talk,https://www.forexfactory.com/thread/post/9597200#post9597200,584
Momentum Follower Divergence.mq4,/attachment/file/2878463?d=1530541813,312,"May 1, 2018 8:43pmMay 1, 2018 8:43pm",anyone need help?,Rookie Talk,https://www.forexfactory.com/thread/post/11222274#post11222274,634
Geo Stochastic TRADER short.mq4,/attachment/file/2878465?d=1530541813,312,"May 1, 2018 8:43pmMay 1, 2018 8:43pm",anyone need help?,Rookie Talk,https://www.forexfactory.com/thread/post/11222274#post11222274,634
Sniper2.mq4,/attachment/file/2993381?d=1536944978,150,"May 1, 2018 8:43pmMay 1, 2018 8:43pm",anyone need help?,Rookie Talk,https://www.forexfactory.com/thread/post/11481020#post11481020,637
ReCharged_SMG EA.ex4,/attachment/file/3109024?d=1543378138,97,"Sep 15, 2018 2:10amSep 15, 2018 2:10am",anyone need help?,Rookie Talk,https://www.forexfactory.com/thread/post/11742556#post11742556,650
RSIArrows.ex4,/attachment/file/3532196?d=1579313923,42,"Jan 16, 2020 2:12amJan 16, 2020 2:12am",anyone need help?,Rookie Talk,https://www.forexfactory.com/thread/post/12709338#post12709338,704
Compare Back Test Periods.docx,/attachment/file/1873417?d=1457312163,169,"Feb 28, 2016 6:06pmFeb 28, 2016 6:06pm",Backtesting discussion,Rookie Talk,https://www.forexfactory.com/thread/post/8796519#post8796519,59
trend and chop.tpl,/attachment/file/1319501?d=1385505315,263,"Nov 19, 2013 10:26amNov 19, 2013 10:26am",What are your moving average settings?,Rookie Talk,https://www.forexfactory.com/thread/post/7116584#post7116584,34
AllAverages_v3.1.ex4,/attachment/file/2751474?d=1523127647,203,"Dec 2, 2013 9:29amDec 2, 2013 9:29am",What are your moving average settings?,Rookie Talk,https://www.forexfactory.com/thread/post/10944422#post10944422,56
AllAverages_v3.1.mq4,/attachment/file/2751475?d=1523127656,203,"Dec 2, 2013 9:29amDec 2, 2013 9:29am",What are your moving average settings?,Rookie Talk,https://www.forexfactory.com/thread/post/10944422#post10944422,56
Grid.mq4,/attachment/file/529970?d=1282317055,3045,"FirstPost:Aug 20, 2010 8:39pmAug 20, 2010 8:39pm",Grid (not grid system) or horizontal lines indicator,Rookie Talk,https://www.forexfactory.com/thread/post/3964702#post3964702,2
!!!-MT4 X-ROUND NUMBERS.ex4,/attachment/file/2037513?d=1476194224,830,"FirstPost:Aug 20, 2010 8:39pmAug 20, 2010 8:39pm",Grid (not grid system) or horizontal lines indicator,Rookie Talk,https://www.forexfactory.com/thread/post/9191516#post9191516,5
Momentum+SMA.tpl,/attachment/file/3482092?d=1572958430,649,"FirstPost:Edited 8:48pmNov 5, 2019 6:45pm|Edited                    8:48pm",Strategy 20 pips a day,Rookie Talk,https://www.forexfactory.com/thread/960364-strategy-20-pips-a-day,1
EMA Dashboard.ex4,/attachment/file/3488448?d=1573649725,305,"FirstPost:Edited 8:48pmNov 5, 2019 6:45pm|Edited                    8:48pm",Strategy 20 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/12614453#post12614453,16
Momentum+sma+ema dashboard.tpl,/attachment/file/3488468?d=1573651221,305,"FirstPost:Edited 8:48pmNov 5, 2019 6:45pm|Edited                    8:48pm",Strategy 20 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/12614453#post12614453,16
Close_MA_Mom_Value_EA_Take2.mq4,/attachment/file/3488570?d=1573656949,168,"FirstPost:Edited 8:48pmNov 5, 2019 6:45pm|Edited                    8:48pm",Strategy 20 pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/12614695#post12614695,19
ReCharged_SMG EA.ex4,/attachment/file/3105841?d=1543219645,206,"FirstPost:Edited 4:46pmNov 26, 2018 2:08pm|Edited                    4:46pm",ReCharged SMG EA,Rookie Talk,https://www.forexfactory.com/thread/852195-recharged-smg-ea,1
bleeding eyes.tpl,/attachment/file/2722362?d=1521273853,526,"Sep 21, 2006 6:06pmSep 21, 2006 6:06pm",Best color combinations for charts,Rookie Talk,https://www.forexfactory.com/thread/post/10881757#post10881757,32
MACD2C.ex4,/attachment/file/494191?d=1277084100,1216,"FirstPost:Jun 20, 2010 11:50pmJun 20, 2010 11:50pm",need to add second moving average to MACD,Rookie Talk,https://www.forexfactory.com/thread/post/3815757#post3815757,4
MACD2C.mq4,/attachment/file/494192?d=1277084100,1216,"FirstPost:Jun 20, 2010 11:50pmJun 20, 2010 11:50pm",need to add second moving average to MACD,Rookie Talk,https://www.forexfactory.com/thread/post/3815757#post3815757,4
MACD True.mq4,/attachment/file/1907380?d=1460903081,1026,"FirstPost:Jun 20, 2010 11:50pmJun 20, 2010 11:50pm",need to add second moving average to MACD,Rookie Talk,https://www.forexfactory.com/thread/post/8877367#post8877367,7
Sand2_0.mq4,/attachment/file/824356?d=1320512200,198,"Nov 5, 2011 11:04pmNov 5, 2011 11:04pm",The Confession & The Secret,Rookie Talk,https://www.forexfactory.com/thread/post/5105243#post5105243,281
Gigabyte EA.ex4,/attachment/file/3368483?d=1561264833,92,"Mar 5, 2008 6:24amMar 5, 2008 6:24am",Have you ever turned $250 into an account > $1000,Rookie Talk,https://www.forexfactory.com/thread/post/12345170#post12345170,36
Compounding_Table.zip,/attachment/file/38612?d=1184252788,694,"Jul 12, 2007 8:13pmJul 12, 2007 8:13pm","100$  -->100,000$ (period: 12 months)",Rookie Talk,https://www.forexfactory.com/thread/post/1492984#post1492984,66
AutoT EA.ex4,/attachment/file/2777567?d=1524760465,146,"Jan 18, 2008 2:14pmJan 18, 2008 2:14pm","100$  -->100,000$ (period: 12 months)",Rookie Talk,https://www.forexfactory.com/thread/post/11003488#post11003488,196
pipsperlot.xls,/attachment/file/2679106?d=1518720251,397,"FirstPost:Feb 26, 2007 1:26pmFeb 26, 2007 1:26pm",Calculating PIP Value,Rookie Talk,https://www.forexfactory.com/thread/post/10783720#post10783720,10
20 bb.tpl,/attachment/file/1279789?d=1379954253,217,"Aug 27, 2013 4:55pmAug 27, 2013 4:55pm",Looking for a 3-10pips system,Rookie Talk,https://www.forexfactory.com/thread/post/6982400#post6982400,58
100 pips a day.mq4,/attachment/file/637820?d=1297424268,3718,"FirstPost:Feb 11, 2011 5:38pmFeb 11, 2011 5:38pm",100 Pips a day,Rookie Talk,https://www.forexfactory.com/thread/280551-100-pips-a-day,1
100 pips EA[1].mq4,/attachment/file/689563?d=1304263443,2120,"FirstPost:Feb 11, 2011 5:38pmFeb 11, 2011 5:38pm",100 Pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/4583406#post4583406,6
100 pips EA[1].mq4,/attachment/file/689604?d=1304273594,917,"FirstPost:Feb 11, 2011 5:38pmFeb 11, 2011 5:38pm",100 Pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/4583520#post4583520,7
100 pips A DAY EA.mq4,/attachment/file/1869606?d=1456859481,830,"Mar 2, 2016 1:16amMar 2, 2016 1:16am",100 Pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/8786725#post8786725,21
sniper_test.mq4,/attachment/file/2887250?d=1531124206,438,"Mar 2, 2016 1:16amMar 2, 2016 1:16am",100 Pips a day,Rookie Talk,https://www.forexfactory.com/thread/post/11241938#post11241938,35
EA_HGNR_TURBO_V.2.rar,/attachment/file/897937?d=1329214553,792,"Feb 8, 2012 12:46pmFeb 8, 2012 12:46pm",Searching for profitable EA,Rookie Talk,https://www.forexfactory.com/thread/post/5382766#post5382766,39
kolbas_EA.mq4,/attachment/file/1201788?d=1369733513,523,"Feb 16, 2012 5:48amFeb 16, 2012 5:48am",Searching for profitable EA,Rookie Talk,https://www.forexfactory.com/thread/post/6711247#post6711247,56
HFT.zip,/attachment/file/1301213?d=1382970625,696,"Jun 10, 2013 9:23pmJun 10, 2013 9:23pm",Searching for profitable EA,Rookie Talk,https://www.forexfactory.com/thread/post/7054119#post7054119,74
trade small.mq4,/attachment/file/3319089?d=1555771000,164,"FirstPost:Edited Apr 22, 2019 3:32amApr 20, 2019 4:13am|Edited                    Apr 22, 2019 3:32am",Pip Value and Leverage,Rookie Talk,https://www.forexfactory.com/thread/post/12232528#post12232528,5
trade small.ex4,/attachment/file/3319091?d=1555771038,164,"FirstPost:Edited Apr 22, 2019 3:32amApr 20, 2019 4:13am|Edited                    Apr 22, 2019 3:32am",Pip Value and Leverage,Rookie Talk,https://www.forexfactory.com/thread/post/12232528#post12232528,5
best times to trade individual currency pairs.pdf,/attachment/file/14951?d=1164222531,2787,"FirstPost:Nov 22, 2006 11:17pmNov 22, 2006 11:17pm",What is after hours trading?,Rookie Talk,https://www.forexfactory.com/thread/post/144488#post144488,4
DetailedStatement.html.pdf,/attachment/file/3000066?d=1537353656,122,"FirstPost:Nov 22, 2006 11:17pmNov 22, 2006 11:17pm",What is after hours trading?,Rookie Talk,https://www.forexfactory.com/thread/post/11494828#post11494828,18
